DATA,PREC,TMAX,TMIN,UR,VENTO,RAD
25/03/2008,1.87,28.01,18.13,83.06,2.74,21.23
26/03/2008,2.37,26.06,17.83,85.62,1.62,20.03
27/03/2008,1.33,27.79,17.65,82.75,1.28,22.28
28/03/2008,0.03,29.0,16.9,79.19,1.12,23.68
29/03/2008,0.07,27.7,17.22,82.5,2.3,21.95
30/03/2008,0.01,26.49,16.3,81.12,3.55,20.8
31/03/2008,0.0,26.64,16.09,79.25,1.59,21.23
01/04/2008,0.02,27.33,16.04,77.75,1.34,21.36
02/04/2008,1.37,26.72,17.27,83.25,1.63,12.97
03/04/2008,8.74,25.23,17.95,87.81,1.08,10.28
04/04/2008,1.18,25.74,16.65,84.94,2.0,11.92
05/04/2008,0.1,26.31,15.39,82.62,2.82,17.71
06/04/2008,9.97,24.21,16.64,88.88,1.84,14.3
07/04/2008,2.29,27.65,18.35,86.81,1.28,11.93
08/04/2008,2.99,27.66,18.23,86.0,1.33,14.06
09/04/2008,2.29,27.86,19.19,84.88,1.25,18.09
10/04/2008,6.15,25.85,19.9,88.12,0.98,16.43
11/04/2008,2.13,28.05,19.12,81.25,1.09,21.41
12/04/2008,5.45,28.66,19.03,83.62,1.33,15.55
13/04/2008,4.28,28.48,19.32,86.25,1.84,21.23
14/04/2008,20.04,26.75,19.65,90.62,2.09,8.3
15/04/2008,1.74,22.61,16.15,87.69,3.62,12.4
16/04/2008,9.2,27.11,16.73,84.25,1.51,17.04
17/04/2008,0.85,27.1,18.3,85.56,1.47,17.95
18/04/2008,0.0,25.92,16.65,83.56,2.59,20.68
19/04/2008,2.86,25.4,16.92,87.06,1.51,12.56
20/04/2008,8.22,23.41,17.75,92.81,1.49,5.15
21/04/2008,2.24,22.47,18.12,94.12,0.98,9.42
22/04/2008,3.58,25.01,16.33,87.44,1.14,16.11
23/04/2008,0.39,26.05,14.91,81.94,1.48,19.83
24/04/2008,0.0,26.49,14.35,80.62,1.62,19.94
25/04/2008,0.0,25.54,14.7,76.06,1.19,17.49
26/04/2008,0.0,26.55,13.42,73.56,1.21,20.73
27/04/2008,0.0,27.39,13.79,72.56,1.24,20.45
28/04/2008,0.03,27.74,14.3,78.38,1.56,20.28
29/04/2008,14.4,28.27,16.15,84.38,2.06,13.19
30/04/2008,5.82,20.86,14.19,85.75,3.71,7.51
01/05/2008,5.83,19.87,14.4,88.38,2.71,8.9
02/05/2008,33.9,21.48,15.37,93.0,2.77,3.09
03/05/2008,3.05,20.78,11.08,83.19,2.34,15.06
04/05/2008,0.01,20.91,9.45,82.94,1.98,18.71
05/05/2008,0.45,21.12,10.26,84.06,1.98,14.96
06/05/2008,0.01,21.09,9.9,74.81,1.56,19.41
07/05/2008,0.24,21.88,7.5,77.56,1.19,20.03
08/05/2008,0.0,22.74,7.4,75.69,1.13,18.42
09/05/2008,0.01,21.29,12.01,83.62,2.09,14.08
10/05/2008,0.12,21.81,12.69,86.0,2.66,14.71
11/05/2008,0.1,21.96,13.19,85.44,2.66,15.85
12/05/2008,0.05,21.26,13.71,86.75,2.02,12.17
13/05/2008,0.33,19.76,13.5,90.62,1.42,10.79
14/05/2008,0.25,22.39,13.72,88.94,1.33,13.3
15/05/2008,0.01,24.45,12.34,78.06,0.95,15.62
16/05/2008,0.0,24.05,13.28,80.25,1.23,17.25
17/05/2008,0.0,23.45,12.98,87.88,1.55,11.55
18/05/2008,0.02,25.77,14.58,81.88,1.3,16.44
19/05/2008,0.0,26.12,13.8,78.19,1.2,15.37
20/05/2008,0.0,26.15,12.81,70.75,1.1,17.6
21/05/2008,0.0,25.94,11.15,66.75,1.02,16.85
22/05/2008,0.0,25.9,13.26,72.81,1.22,17.64
23/05/2008,0.0,25.48,11.8,71.81,0.96,17.79
24/05/2008,0.0,24.84,13.19,75.81,1.62,16.98
25/05/2008,0.0,25.33,12.26,81.44,1.52,15.8
26/05/2008,0.0,25.43,12.62,70.06,1.35,16.9
27/05/2008,0.0,24.99,11.19,68.88,1.22,17.39
28/05/2008,0.0,26.31,12.9,79.0,1.85,16.66
29/05/2008,8.69,26.0,14.74,85.19,2.41,6.53
30/05/2008,4.81,20.69,12.46,87.31,2.72,4.55
31/05/2008,2.08,17.77,10.75,85.5,3.49,7.77
01/06/2008,11.61,18.96,12.11,91.25,2.12,7.39
02/06/2008,0.15,21.98,10.54,86.62,1.11,13.71
03/06/2008,9.3,23.09,11.18,88.81,1.93,14.84
04/06/2008,10.26,21.76,14.99,91.69,2.06,8.52
05/06/2008,0.3,25.33,14.53,79.25,1.03,15.68
06/06/2008,0.0,26.07,14.22,73.06,0.91,14.67
07/06/2008,0.0,25.84,14.32,74.38,1.01,14.68
08/06/2008,0.0,25.45,12.87,76.44,1.66,15.59
09/06/2008,0.0,25.94,13.8,81.88,2.59,11.73
10/06/2008,0.0,24.88,14.99,83.62,2.6,12.38
11/06/2008,0.0,25.75,13.26,83.81,1.25,15.0
12/06/2008,0.07,26.06,14.49,82.19,1.39,14.07
13/06/2008,0.0,25.94,15.49,77.06,1.39,15.18
14/06/2008,0.0,25.87,14.03,76.25,2.27,15.71
15/06/2008,2.76,25.92,14.09,82.62,2.87,11.59
16/06/2008,0.4,18.59,7.59,80.62,3.13,15.36
17/06/2008,0.09,22.15,7.14,84.25,1.38,14.19
18/06/2008,0.0,24.02,11.22,78.25,1.1,15.43
19/06/2008,0.0,25.37,11.16,80.0,1.36,14.6
20/06/2008,0.0,25.94,12.83,82.94,2.12,15.29
21/06/2008,1.18,24.49,15.84,86.69,2.29,9.37
22/06/2008,0.28,18.55,13.58,87.19,2.09,8.75
23/06/2008,0.1,21.72,11.24,81.75,3.16,8.5
24/06/2008,1.27,19.87,11.36,86.06,2.62,3.97
25/06/2008,0.33,20.51,11.76,85.56,3.09,8.72
26/06/2008,0.0,23.07,10.76,79.19,1.54,15.77
27/06/2008,0.0,23.58,10.43,80.06,1.7,14.09
28/06/2008,0.0,24.44,11.48,77.69,1.78,14.32
29/06/2008,0.0,24.69,10.87,74.06,1.39,15.7
30/06/2008,0.0,24.98,10.71,70.88,1.27,14.75
01/07/2008,0.0,25.69,13.44,66.12,1.07,14.51
02/07/2008,0.01,25.09,13.32,70.56,1.08,9.28
03/07/2008,1.47,24.63,12.55,78.94,1.35,14.65
04/07/2008,0.67,22.69,11.21,83.38,1.7,16.13
05/07/2008,0.0,23.07,10.37,76.19,1.44,16.62
06/07/2008,0.0,25.08,9.26,71.25,1.02,16.6
07/07/2008,0.0,24.56,9.06,67.25,1.21,17.06
08/07/2008,0.0,24.8,8.65,64.88,1.2,17.07
09/07/2008,0.0,23.59,7.99,69.06,1.52,17.0
10/07/2008,0.0,23.55,9.32,78.75,1.76,16.7
11/07/2008,0.0,23.44,10.74,78.69,2.36,16.86
12/07/2008,0.0,24.62,10.65,75.31,1.85,17.09
13/07/2008,0.0,24.33,9.94,73.06,1.84,17.29
14/07/2008,0.0,23.73,6.84,66.81,1.17,17.48
15/07/2008,0.0,24.72,6.7,62.62,1.2,17.43
16/07/2008,0.0,24.52,7.01,64.88,1.56,17.85
17/07/2008,0.0,25.1,7.93,63.75,1.97,17.97
18/07/2008,0.0,26.08,8.94,65.0,1.88,17.87
19/07/2008,0.0,25.76,10.48,60.25,1.28,17.6
20/07/2008,0.0,25.84,11.42,56.0,1.23,17.77
21/07/2008,0.0,27.71,8.95,57.94,1.55,17.81
22/07/2008,0.0,28.68,11.9,64.81,2.56,17.44
23/07/2008,0.0,29.31,12.51,63.12,2.06,17.55
24/07/2008,0.03,28.69,12.0,65.06,1.73,14.32
25/07/2008,0.02,26.69,13.33,76.75,1.96,17.21
26/07/2008,0.0,24.8,10.42,68.75,3.31,18.32
27/07/2008,0.0,28.44,10.6,68.38,1.77,17.35
28/07/2008,0.0,28.7,15.36,63.38,1.2,17.16
29/07/2008,0.0,28.33,12.72,60.56,1.2,18.43
30/07/2008,0.0,27.98,11.27,52.75,1.93,17.01
31/07/2008,0.0,28.73,13.01,57.94,2.01,15.98
01/08/2008,0.0,29.72,15.12,59.5,1.37,16.62
02/08/2008,0.19,28.9,14.5,61.12,3.26,7.4
03/08/2008,11.38,25.56,15.29,83.56,2.49,5.15
04/08/2008,0.28,25.58,12.3,76.5,1.41,16.8
05/08/2008,13.74,28.86,13.68,75.88,1.27,14.96
06/08/2008,1.15,24.65,16.08,85.75,1.35,17.17
07/08/2008,7.91,29.71,14.64,76.31,2.12,17.23
08/08/2008,9.49,25.23,14.69,83.81,2.24,3.14
09/08/2008,6.07,24.42,14.58,84.81,2.4,10.92
10/08/2008,1.65,25.17,14.18,82.38,2.96,14.32
11/08/2008,0.01,28.62,13.15,73.94,1.64,19.21
12/08/2008,0.0,30.23,15.6,65.81,2.3,19.29
13/08/2008,0.15,30.8,16.31,62.44,2.45,14.42
14/08/2008,0.86,29.34,13.73,65.31,1.83,16.06
15/08/2008,0.02,30.01,13.92,63.38,2.53,16.39
16/08/2008,0.0,30.73,14.67,58.44,2.75,20.37
17/08/2008,0.0,30.68,14.32,55.69,2.23,20.87
18/08/2008,2.15,30.4,13.6,61.31,1.34,21.17
19/08/2008,0.0,30.32,13.44,59.88,1.65,20.74
20/08/2008,0.0,29.99,12.53,61.69,1.28,21.41
21/08/2008,0.0,30.2,12.26,57.31,1.53,21.44
22/08/2008,0.01,29.73,12.66,61.5,2.23,21.14
23/08/2008,0.01,27.55,14.62,72.38,3.8,19.07
24/08/2008,0.0,29.24,13.68,67.56,1.83,19.07
25/08/2008,0.0,30.19,15.66,59.94,1.45,19.18
26/08/2008,0.0,31.12,15.35,54.94,2.1,21.61
27/08/2008,0.0,29.33,12.69,62.0,2.59,22.95
28/08/2008,0.0,32.3,11.05,59.5,1.83,21.8
29/08/2008,0.98,32.25,14.28,51.56,3.2,18.27
30/08/2008,0.84,20.11,11.69,72.06,4.6,13.4
31/08/2008,0.0,26.21,11.61,66.94,3.33,22.93
01/09/2008,0.0,29.69,10.72,63.0,1.52,23.03
02/09/2008,0.0,32.3,11.23,52.38,1.64,22.8
03/09/2008,0.0,33.8,13.19,45.81,2.05,21.18
04/09/2008,0.0,34.44,13.86,45.19,1.69,21.88
05/09/2008,0.01,34.87,13.87,53.75,1.67,22.18
06/09/2008,0.45,32.59,16.06,51.69,3.05,21.2
07/09/2008,1.76,26.21,15.58,72.44,2.12,9.5
08/09/2008,0.29,30.32,15.3,68.94,3.15,12.59
09/09/2008,0.06,33.16,14.79,64.62,2.31,20.87
10/09/2008,0.0,35.42,17.14,56.44,1.68,22.97
11/09/2008,0.0,36.45,18.58,46.31,2.3,23.39
12/09/2008,0.0,36.36,17.79,40.69,2.42,21.06
13/09/2008,5.21,31.05,16.51,68.75,2.28,5.71
14/09/2008,1.75,23.56,15.48,80.69,2.04,14.56
15/09/2008,0.01,28.76,12.99,68.75,3.11,17.56
16/09/2008,0.0,27.44,12.83,68.0,4.07,18.7
17/09/2008,0.0,26.56,12.22,62.81,4.48,23.21
18/09/2008,0.0,25.48,10.83,64.31,4.74,25.38
19/09/2008,0.43,28.58,9.68,64.19,2.69,24.39
20/09/2008,9.9,31.17,13.26,69.31,2.08,9.58
21/09/2008,7.23,23.03,14.21,79.31,3.41,8.14
22/09/2008,0.0,24.6,10.29,59.62,2.64,25.93
23/09/2008,0.0,26.14,9.4,60.19,2.38,24.09
24/09/2008,0.01,26.6,11.56,68.25,4.13,21.73
25/09/2008,0.05,29.8,11.68,65.06,2.49,24.67
26/09/2008,4.92,26.03,13.48,73.31,2.32,14.88
27/09/2008,0.03,27.54,13.4,68.0,2.8,21.34
28/09/2008,0.01,27.48,12.87,67.69,3.45,24.91
29/09/2008,0.0,29.86,11.01,62.19,2.3,26.45
30/09/2008,0.29,33.71,13.81,62.38,2.67,13.12
01/10/2008,13.66,32.96,16.26,67.44,1.56,21.59
02/10/2008,15.02,26.36,18.59,82.44,2.88,10.44
03/10/2008,0.05,30.8,17.38,72.56,1.16,18.83
04/10/2008,9.64,28.32,19.36,77.88,2.1,14.24
05/10/2008,2.2,28.94,17.19,78.88,2.51,11.91
06/10/2008,2.92,22.54,15.51,81.75,3.06,3.61
07/10/2008,3.31,24.61,16.26,81.62,1.29,13.17
08/10/2008,0.03,24.87,13.66,73.94,5.35,18.89
09/10/2008,0.01,25.78,12.69,68.38,3.74,19.3
10/10/2008,0.0,29.8,12.61,65.5,2.1,24.53
11/10/2008,9.91,29.57,15.48,71.38,2.09,20.04
12/10/2008,0.37,31.61,16.51,66.06,2.27,19.3
13/10/2008,0.0,33.37,18.96,59.44,2.02,25.65
14/10/2008,0.0,35.94,20.0,55.0,1.7,26.25
15/10/2008,0.0,36.3,20.84,54.06,1.46,25.59
16/10/2008,0.07,36.84,21.26,56.31,1.95,24.7
17/10/2008,6.8,32.7,19.33,66.81,3.16,23.47
18/10/2008,5.52,31.97,18.02,72.56,2.88,12.5
19/10/2008,1.35,28.11,17.08,76.19,2.55,10.24
20/10/2008,0.01,28.78,17.15,68.31,1.86,19.92
21/10/2008,0.05,27.98,20.03,67.38,2.5,18.33
22/10/2008,1.23,31.11,18.82,65.62,1.88,12.03
23/10/2008,5.68,33.33,18.37,61.0,1.53,25.98
24/10/2008,0.22,35.82,19.29,59.75,1.81,23.52
25/10/2008,0.45,37.14,21.03,57.81,2.23,24.36
26/10/2008,0.02,36.94,20.55,55.31,2.55,24.66
27/10/2008,0.88,34.76,20.58,64.81,2.18,17.6
28/10/2008,0.77,30.11,17.74,69.56,2.75,20.47
29/10/2008,23.09,31.49,19.26,76.31,1.73,23.92
30/10/2008,0.41,29.58,20.62,76.19,1.52,15.26
31/10/2008,0.93,30.36,17.21,69.25,3.51,18.67
01/11/2008,0.3,28.86,16.48,68.75,2.1,23.79
02/11/2008,2.91,27.05,18.21,78.38,1.59,13.03
03/11/2008,0.06,31.62,18.53,71.69,2.23,17.63
04/11/2008,11.02,30.82,18.47,73.19,2.22,23.32
05/11/2008,0.22,27.5,19.56,78.31,1.52,18.0
06/11/2008,13.0,30.51,20.09,76.31,1.88,12.32
07/11/2008,9.05,28.57,19.47,81.38,1.84,11.81
08/11/2008,2.64,29.98,17.32,74.0,1.94,20.57
09/11/2008,0.45,32.89,18.37,68.31,2.01,24.03
10/11/2008,1.7,28.9,18.98,77.69,1.59,17.14
11/11/2008,3.49,30.79,18.82,71.81,2.3,17.75
12/11/2008,0.88,24.43,19.38,79.19,2.77,17.3
13/11/2008,1.52,31.03,17.96,71.88,1.58,20.91
14/11/2008,1.95,30.61,20.0,72.25,1.82,21.63
15/11/2008,0.03,33.12,18.71,61.56,1.73,26.74
16/11/2008,0.08,34.01,17.79,60.44,3.12,27.99
17/11/2008,3.18,29.24,17.55,73.25,3.98,21.88
18/11/2008,0.27,30.96,16.94,67.81,3.53,24.51
19/11/2008,0.02,29.9,15.43,64.56,4.12,28.83
20/11/2008,0.0,30.91,13.26,59.69,3.79,30.3
21/11/2008,0.49,29.44,15.44,60.44,2.78,25.97
22/11/2008,16.61,27.9,16.49,68.75,2.35,22.03
23/11/2008,15.9,27.91,16.58,74.62,1.95,22.34
24/11/2008,1.45,28.73,16.72,70.69,2.16,24.84
25/11/2008,1.62,29.87,15.94,70.75,2.68,25.38
26/11/2008,9.01,26.98,17.42,77.75,1.89,19.97
27/11/2008,0.95,29.59,16.47,71.75,2.48,25.86
28/11/2008,0.06,30.4,17.08,67.25,2.75,27.63
29/11/2008,2.25,30.89,17.69,65.38,2.34,26.11
30/11/2008,10.26,29.98,16.64,71.62,2.16,25.75
01/12/2008,0.08,32.94,17.19,63.31,1.47,28.8
02/12/2008,13.03,33.07,20.35,64.25,2.09,21.44
03/12/2008,9.62,27.73,15.72,71.31,3.39,22.82
04/12/2008,0.0,27.9,13.05,65.69,2.91,30.02
05/12/2008,0.0,29.97,13.41,65.0,2.74,28.77
06/12/2008,0.0,31.18,15.06,62.75,2.33,27.8
07/12/2008,0.0,33.48,15.37,60.75,2.21,29.68
08/12/2008,1.84,33.97,17.95,59.31,2.11,27.62
09/12/2008,0.78,35.94,17.56,56.44,1.36,28.39
10/12/2008,4.07,31.81,19.65,69.38,1.26,20.66
11/12/2008,12.63,29.47,19.25,81.44,1.92,14.52
12/12/2008,0.18,28.63,17.4,70.88,3.91,12.37
13/12/2008,0.0,29.02,16.28,67.38,3.52,21.08
14/12/2008,6.64,30.12,15.15,72.0,2.02,16.86
15/12/2008,3.49,28.62,16.28,72.94,1.42,17.21
16/12/2008,14.3,24.85,16.52,83.5,2.25,14.08
17/12/2008,1.28,28.91,15.01,74.44,1.84,22.75
18/12/2008,5.49,30.68,17.01,72.38,2.11,24.01
19/12/2008,3.97,29.25,17.65,79.38,2.3,23.13
20/12/2008,6.99,25.4,18.5,83.88,1.9,20.57
21/12/2008,22.31,28.18,17.44,76.56,1.21,18.94
22/12/2008,6.67,27.49,19.09,82.38,1.55,21.54
23/12/2008,4.83,29.54,17.8,74.19,1.19,25.93
24/12/2008,32.26,29.9,19.22,77.5,1.52,25.16
25/12/2008,18.32,26.07,20.16,89.0,1.38,14.21
26/12/2008,2.45,28.23,17.25,80.38,3.08,19.54
27/12/2008,0.22,27.16,16.22,79.25,2.11,20.83
28/12/2008,0.16,30.59,17.41,76.44,1.46,25.23
29/12/2008,0.06,32.29,18.4,69.88,1.19,26.61
30/12/2008,1.06,31.96,18.65,71.69,2.48,29.2
31/12/2008,27.67,30.43,18.83,79.56,1.67,19.98
01/01/2009,8.01,28.08,21.04,84.56,1.32,17.35
02/01/2009,17.32,26.65,20.09,88.75,2.45,8.95
03/01/2009,11.92,26.9,20.84,88.12,3.33,13.04
04/01/2009,11.22,22.55,16.15,83.88,2.64,9.82
05/01/2009,0.2,26.21,15.8,78.06,2.66,21.97
06/01/2009,0.06,27.04,15.13,77.38,2.08,27.97
07/01/2009,0.11,29.01,16.63,73.44,1.62,27.05
08/01/2009,0.01,30.76,17.1,71.06,1.36,28.06
09/01/2009,5.93,31.4,18.1,74.62,1.04,26.35
10/01/2009,4.68,31.45,19.99,75.75,1.48,22.28
11/01/2009,0.52,27.76,20.4,79.38,1.68,18.71
12/01/2009,0.0,31.08,19.36,70.25,1.99,24.94
13/01/2009,0.84,32.45,20.36,69.44,1.61,26.78
14/01/2009,22.39,29.1,21.08,83.88,1.61,21.72
15/01/2009,0.6,28.87,19.15,80.31,1.76,19.4
16/01/2009,12.09,26.12,19.65,86.12,1.76,14.8
17/01/2009,11.6,25.43,19.24,91.0,2.44,13.05
18/01/2009,2.44,28.91,19.95,83.94,2.79,14.68
19/01/2009,1.77,28.48,20.19,82.0,2.08,19.89
20/01/2009,14.28,29.24,20.08,84.06,1.84,18.9
21/01/2009,0.46,28.04,18.81,80.44,3.97,15.76
22/01/2009,0.05,25.65,17.76,79.56,4.41,17.49
23/01/2009,0.69,27.15,16.69,78.56,3.41,21.89
24/01/2009,1.14,28.95,17.13,79.56,1.91,17.23
25/01/2009,24.83,27.09,19.65,84.38,1.55,12.74
26/01/2009,18.23,25.29,20.02,89.19,1.37,12.08
27/01/2009,16.22,24.42,19.66,91.88,1.6,10.64
28/01/2009,18.15,25.87,19.48,91.62,2.22,12.66
29/01/2009,14.4,25.24,20.99,90.0,3.27,12.74
30/01/2009,8.32,27.41,19.95,87.62,2.48,15.34
31/01/2009,0.73,29.5,20.02,83.81,2.18,25.22
01/02/2009,1.79,30.85,19.2,77.25,1.34,27.24
02/02/2009,4.32,25.43,19.13,86.75,2.52,17.4
03/02/2009,8.03,27.46,19.04,86.19,1.95,19.84
04/02/2009,10.94,29.69,19.42,81.06,1.81,19.14
05/02/2009,0.77,30.08,19.33,80.31,1.55,24.47
06/02/2009,0.15,31.07,19.05,76.25,1.16,24.61
07/02/2009,4.72,31.52,21.66,76.62,1.26,22.92
08/02/2009,7.57,28.69,21.68,83.44,1.24,18.3
09/02/2009,11.59,27.28,21.16,88.62,1.5,19.85
10/02/2009,5.35,27.76,20.42,86.56,1.33,16.29
11/02/2009,15.68,28.12,20.4,88.94,2.26,16.35
12/02/2009,23.14,26.55,18.23,91.25,2.34,9.63
13/02/2009,4.71,24.38,17.58,87.94,2.76,10.49
14/02/2009,35.81,28.41,17.16,86.5,2.66,11.84
15/02/2009,16.99,26.49,20.15,88.06,3.4,13.44
16/02/2009,4.13,26.33,20.2,86.38,1.91,18.26
17/02/2009,0.01,29.53,18.25,77.25,1.41,26.52
18/02/2009,0.0,27.8,19.91,83.06,1.3,25.36
19/02/2009,0.49,29.52,19.17,80.06,1.59,25.55
20/02/2009,0.08,29.86,18.17,74.94,1.34,25.63
21/02/2009,0.02,29.98,20.39,78.5,1.29,23.48
22/02/2009,5.14,29.08,20.33,80.25,0.82,22.66
23/02/2009,7.46,30.9,19.69,76.0,0.87,24.84
24/02/2009,9.77,27.26,20.76,87.88,2.08,15.78
25/02/2009,7.94,28.39,20.03,83.94,1.81,12.89
26/02/2009,2.95,26.69,20.08,87.19,1.09,17.38
27/02/2009,4.77,28.44,19.82,85.81,1.68,18.06
28/02/2009,0.1,29.82,20.01,80.5,0.88,24.15
01/03/2009,0.0,31.15,20.83,76.88,1.57,25.61
02/03/2009,0.0,31.69,19.87,75.69,1.55,26.23
03/03/2009,0.0,31.73,21.66,79.31,1.23,22.52
04/03/2009,0.29,31.69,21.3,80.56,1.12,25.19
05/03/2009,0.03,30.87,21.36,77.62,0.97,21.78
06/03/2009,1.13,32.11,20.83,74.81,1.42,26.41
07/03/2009,0.08,30.49,20.62,80.75,2.29,22.89
08/03/2009,4.22,30.76,19.17,75.62,1.15,25.5
09/03/2009,17.2,26.04,21.06,88.56,1.76,16.1
10/03/2009,10.53,28.11,19.17,83.62,1.02,16.85
11/03/2009,20.38,26.46,20.35,89.62,1.48,11.62
12/03/2009,31.9,27.36,20.87,90.5,1.79,18.69
13/03/2009,14.96,27.87,20.08,89.62,1.74,13.67
14/03/2009,0.25,27.68,19.97,85.81,1.45,17.18
15/03/2009,7.0,28.04,19.71,81.12,1.38,15.81
16/03/2009,0.32,27.58,18.31,83.38,1.84,25.25
17/03/2009,19.56,23.71,17.53,90.12,1.58,18.27
18/03/2009,1.18,26.4,19.24,87.69,2.41,20.83
19/03/2009,5.59,25.65,19.29,87.12,2.18,20.59
20/03/2009,0.06,26.16,18.61,84.56,1.3,15.83
21/03/2009,4.34,25.63,18.33,88.06,1.3,12.87
22/03/2009,0.62,25.4,18.98,89.38,1.08,13.6
23/03/2009,0.94,27.11,19.27,87.0,1.16,19.13
24/03/2009,0.06,28.19,17.85,83.88,2.59,22.28
25/03/2009,0.01,27.23,16.09,81.31,2.83,21.52
26/03/2009,0.0,27.89,15.33,80.44,1.95,22.46
27/03/2009,2.47,27.87,17.7,83.56,1.25,19.89
28/03/2009,20.87,26.08,19.41,88.31,0.98,14.5
29/03/2009,0.99,28.09,18.55,85.94,1.42,17.07
30/03/2009,5.14,26.26,18.79,86.44,1.02,15.12
31/03/2009,0.17,28.16,18.56,84.25,1.95,19.41
01/04/2009,0.01,27.62,17.17,83.44,2.41,21.01
02/04/2009,0.0,26.58,16.89,82.25,2.54,22.89
03/04/2009,0.0,27.4,16.55,78.62,1.37,21.52
04/04/2009,0.55,27.54,16.53,84.06,1.71,16.61
05/04/2009,8.52,28.38,18.42,85.25,1.2,17.14
06/04/2009,8.51,28.55,19.69,85.88,1.3,12.55
07/04/2009,0.35,27.87,18.44,86.31,1.99,16.57
08/04/2009,0.5,27.19,17.9,84.06,2.07,19.75
09/04/2009,0.0,27.69,16.76,82.5,1.27,21.61
10/04/2009,0.0,27.54,17.35,81.75,1.66,21.15
11/04/2009,0.0,28.24,15.76,76.5,1.56,21.88
12/04/2009,0.73,27.58,15.62,85.56,1.62,18.27
13/04/2009,31.47,25.47,18.59,90.81,1.63,9.35
14/04/2009,1.57,22.92,19.08,94.25,1.51,11.02
15/04/2009,0.06,25.8,16.34,84.88,2.84,16.15
16/04/2009,0.0,25.46,14.83,83.0,2.55,20.79
17/04/2009,0.0,25.48,13.83,81.88,1.97,21.64
18/04/2009,0.0,26.66,14.12,77.88,1.12,22.01
19/04/2009,0.0,26.8,13.37,72.31,1.27,21.56
20/04/2009,0.01,26.34,13.05,76.69,1.58,21.14
21/04/2009,0.03,25.34,15.55,84.19,1.99,18.89
22/04/2009,0.0,26.19,15.15,78.31,1.66,18.57
23/04/2009,3.31,26.16,14.05,79.31,1.68,15.01
24/04/2009,0.03,25.03,15.76,83.69,1.24,18.68
25/04/2009,0.08,24.96,14.74,85.44,1.15,14.79
26/04/2009,0.0,25.33,15.53,84.0,1.23,16.72
27/04/2009,0.0,24.87,14.8,84.75,1.98,17.53
28/04/2009,0.0,25.3,15.51,83.56,1.7,19.14
29/04/2009,0.0,26.26,15.28,75.0,1.06,18.7
30/04/2009,0.01,26.31,15.71,73.56,1.76,17.96
01/05/2009,0.94,24.11,14.23,83.25,2.52,19.24
02/05/2009,0.1,24.99,14.8,81.94,1.42,14.19
03/05/2009,0.3,24.9,13.84,81.5,1.49,16.31
04/05/2009,2.05,22.48,16.26,88.75,1.93,12.6
05/05/2009,0.01,24.8,15.38,83.81,1.55,18.33
06/05/2009,0.0,25.64,13.37,82.25,1.68,18.74
07/05/2009,0.0,25.54,14.95,82.06,1.34,16.82
08/05/2009,0.02,25.76,13.9,80.12,0.95,15.3
09/05/2009,0.73,26.96,15.45,80.38,1.47,15.38
10/05/2009,0.55,27.02,15.77,82.81,1.11,15.16
11/05/2009,0.02,27.42,15.57,78.81,1.13,17.27
12/05/2009,0.0,27.87,15.15,70.69,1.02,18.05
13/05/2009,0.0,27.51,16.09,76.25,1.34,17.1
14/05/2009,1.51,27.36,16.2,78.06,2.62,16.86
15/05/2009,11.12,23.4,14.92,89.62,2.27,6.67
16/05/2009,0.08,21.65,11.11,80.19,2.19,15.75
17/05/2009,0.0,24.48,10.76,80.5,1.6,16.92
18/05/2009,0.0,26.03,12.37,83.25,1.12,15.73
19/05/2009,0.0,25.61,13.94,79.62,1.54,17.48
20/05/2009,0.0,24.83,13.95,83.25,2.06,16.74
21/05/2009,0.0,25.31,14.61,80.44,1.43,17.17
22/05/2009,0.0,24.86,12.39,79.94,1.73,17.91
23/05/2009,0.0,25.05,11.49,74.56,1.75,17.86
24/05/2009,0.0,26.64,12.35,77.06,1.51,16.94
25/05/2009,0.9,27.14,13.8,82.94,2.03,15.61
26/05/2009,0.69,27.98,17.08,83.38,1.67,14.37
27/05/2009,2.13,26.42,16.51,81.81,1.3,9.91
28/05/2009,0.56,27.03,16.39,83.06,1.48,9.93
29/05/2009,0.26,24.26,16.23,81.62,3.48,12.25
30/05/2009,1.02,26.09,15.44,79.44,2.09,14.27
31/05/2009,2.31,26.13,16.95,85.38,2.78,9.7
01/06/2009,0.1,19.86,8.4,75.56,2.23,14.76
02/06/2009,0.0,18.13,5.83,78.75,1.28,11.73
03/06/2009,0.0,18.54,4.75,75.44,2.0,17.51
04/06/2009,0.0,22.68,5.14,74.38,1.92,16.9
05/06/2009,0.0,26.03,10.32,80.12,2.6,14.59
06/06/2009,0.0,24.29,10.3,76.56,1.59,16.13
07/06/2009,0.0,23.16,11.1,77.75,3.08,15.94
08/06/2009,0.0,23.52,9.93,77.56,1.14,8.83
09/06/2009,0.41,24.02,13.66,78.31,1.45,14.37
10/06/2009,16.73,25.12,14.0,82.94,2.23,6.83
11/06/2009,1.78,24.03,14.4,88.81,1.73,8.93
12/06/2009,1.56,21.12,11.82,84.25,2.62,6.82
13/06/2009,0.09,19.65,10.49,81.94,2.23,16.19
14/06/2009,0.01,21.2,9.57,78.56,1.84,16.48
15/06/2009,0.05,22.58,8.73,76.12,1.29,16.13
16/06/2009,0.13,21.53,10.74,86.81,2.3,7.19
17/06/2009,1.0,22.85,10.55,80.25,1.94,12.72
